year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2006,Porsche,Cayman S,Base,Coupe,automatic,wp0ab29806u780375,pa,43.0,29687.0,black,black,kerbeck cadillac pontiac inc,25500.0,29500.0,Fri Feb 20 2015 01:15:00 GMT-0800 (PST)
2006,Porsche,Cayenne,S,SUV,automatic,wp1ab29p86la60513,fl,32.0,83088.0,gray,gray,onemain rem/auto club of miami inc dba north dad,14400.0,13200.0,Fri Feb 20 2015 02:20:00 GMT-0800 (PST)
2002,Porsche,Boxster,S,Convertible,automatic,wp0cb29842u660713,tx,33.0,71334.0,silver,black,meridian remarketing,6225.0,7000.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2013,Maserati,GranTurismo,MC,Coupe,automatic,zam45vla3d0074292,fl,35.0,54061.0,black,black,the collection,79000.0,58000.0,Thu Mar 05 2015 01:15:00 GMT-0800 (PST)
2013,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a26dla07065,ca,4.0,28406.0,gray,black,the auto gallery,46300.0,48250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d42ca378203,ca,33.0,15836.0,black,black,high bid trading co inc,55100.0,56000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d48ba340685,fl,2.0,77999.0,black,tan,d&a fine cars,34500.0,32400.0,Tue Feb 24 2015 01:20:00 GMT-0800 (PST)
2010,Land Rover,LR2,HSE,SUV,automatic,salfr2bn5ah193150,nj,4.0,91568.0,black,beige,superior automotive sales i,13950.0,12200.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,LR2,HSE,SUV,automatic,salft24n58h063510,wi,28.0,83975.0,black,black,robert preussler motors llc,10600.0,7800.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2008,Porsche,Cayenne,S,SUV,automatic,wp1ab29p28la49767,wi,41.0,54872.0,black,black,jpmorgan chase bank n.a.,19400.0,22400.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2006,Porsche,Cayenne,S,SUV,automatic,wp1ab29p36la61052,fl,32.0,76908.0,silver,gray,doral hyundai,14550.0,13700.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
2001,Porsche,Boxster,Base,Convertible,manual,wp0ca29841s620158,ca,1.0,182832.0,blue,gray,donate for charity,4300.0,1800.0,Wed Mar 04 2015 07:00:00 GMT-0800 (PST)
2005,Land Rover,Freelander,SE,SUV,automatic,salny22215a479368,fl,19.0,45534.0,black,black,audi south orlando,3875.0,4100.0,Tue Feb 24 2015 10:00:00 GMT-0800 (PST)
2003,Land Rover,Freelander,SE,SUV,automatic,salny22213a266207,wi,27.0,78483.0,silver,gray,napletons river oaks honda,1975.0,2700.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2013,Porsche,Panamera,4,Sedan,automatic,wp0aa2a74dl016330,ca,31.0,1068.0,black,black,the hertz corporation,64000.0,61250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a76bl090310,ca,41.0,31129.0,silver,brown,mckenna audi/mckenna bmw,69000.0,69750.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2008,Maserati,GranTurismo,Base,Coupe,automatic,zamgj45a880039995,ca,45.0,34516.0,black,black,high bid trading co inc,40400.0,48500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2008,Porsche,Cayenne,Base,SUV,automatic,wp1aa29p08la00635,ca,27.0,91341.0,silver,black,neighbors fcu,15500.0,13750.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2008,Porsche,Cayenne,Base,SUV,automatic,wp1aa29p98la00827,ca,34.0,95365.0,silver,black,tdaf remarketing,14750.0,14300.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2007,Porsche,Boxster,Base,Convertible,automatic,wp0ca29807u711005,fl,44.0,29411.0,gray,brown,brumos motor cars inc,20400.0,22500.0,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2006,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac29p86la90186,ca,36.0,75782.0,gray,gray,san diego sports cars,20900.0,18500.0,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
2002,Porsche,Boxster,Base,Convertible,automatic,wp0ca29802u624570,sc,39.0,77426.0,burgundy,gray,rick hendrick dodge chrysler jeep ram,7750.0,7800.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2001,Porsche,Boxster,Base,Convertible,automatic,wp0ca298x1u620685,fl,22.0,97352.0,gray,gray,autonation chevrolet west colonial,5500.0,5800.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
1999,Porsche,Boxster,Base,Convertible,automatic,wp0ca2988xu629622,ca,25.0,82168.0,silver,black,aaero sweet company,5875.0,4200.0,Wed Feb 25 2015 03:30:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salag2d43ca634788,ca,36.0,36271.0,gray,black,high bid trading co inc,39300.0,40500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d40ca739890,tx,44.0,63604.0,red,black,music city autoplex llc,35500.0,38000.0,Wed Mar 04 2015 02:20:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a72cl017281,ca,49.0,15108.0,white,tan,sports trend auto sales,53600.0,58000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf25439a196417,tx,28.0,124326.0,white,—,fairway ford henderson,15450.0,15000.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2007,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr93w278042672,ca,35.0,22887.0,blue,beige,fratelli investment group,57500.0,57500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Porsche,Cayman,S,Coupe,automatic,wp0ab2a81ek190577,ca,46.0,1859.0,white,black,the auto gallery,59700.0,63750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk254x8a169872,fl,43.0,76097.0,off-white,black,american bank auto liquidators,20100.0,21900.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13468a286262,ca,45.0,134885.0,blue,beige,walters auto sales/service inc,14900.0,16750.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a23cla08883,pa,4.0,56466.0,white,black,autolenders liquidation center,37200.0,39250.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,LR3,V8 SE,SUV,automatic,salae25458a445149,va,24.0,109086.0,black,brown,shirlie slack mitsubishi,11850.0,12800.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2001,Porsche,Boxster,Base,Convertible,manual,wp0ca29871u622720,nc,37.0,55511.0,gray,black,hendrick chrysler dodge jeep ram of concord,8125.0,9200.0,Wed Feb 25 2015 06:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Luxury,SUV,automatic,salsk2d45da772370,ca,41.0,35747.0,white,beige,high bid trading co inc,48100.0,50500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp2bg5dh717159,nc,46.0,30819.0,gold,beige,meridian remarketing,34500.0,33300.0,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2013,Porsche,911,Carrera,Convertible,automatic,wp0ca2a9xds140165,ca,44.0,19078.0,white,beige,porsche of hawaii,74000.0,75500.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a78dl090151,ca,41.0,9382.0,gray,beige,porsche of hawaii,85000.0,91000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salag2d42ca602768,nj,43.0,23542.0,silver,black,port view leasing & sales ltd,42200.0,41250.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d40ca728808,ca,47.0,60054.0,white,beige,clear view systems,36600.0,36000.0,Tue Feb 24 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e47ca736028,ca,42.0,46616.0,white,beige,fiserv/usb dealer services northstar exchange,45500.0,48250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Cayenne,S Hybrid,SUV,automatic,wp1ae2a25cla90314,wi,38.0,53728.0,black,black,lease plan usa,40300.0,40800.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a74cl010364,fl,47.0,40601.0,blue,tan,santander consumer,50200.0,49500.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2011,Bentley,Continental GTC Speed,Base,Convertible,automatic,scbdp3za1bc067673,ca,45.0,38620.0,white,beige,high bid trading co inc,109000.0,111000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e41ba250300,tn,36.0,49335.0,gray,gray,darrell waltrip buick gmc,39700.0,42000.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf1e42ba346395,ca,36.0,54307.0,black,black,jaguar land rover north scottsdale,42900.0,42000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e43ba275165,fl,43.0,39172.0,gray,black,land rover palm beach,40400.0,40200.0,Thu May 28 2015 04:30:00 GMT-0700 (PDT)
2011,Land Rover,LR4,V8,SUV,automatic,salak2d45ba557614,mn,41.0,35219.0,green,tan,walser leasing,33300.0,34600.0,Thu Feb 26 2015 02:45:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e40aa222874,ca,41.0,64753.0,white,white,jaguar land rover north scottsdale,32100.0,34750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf25459a214934,nc,35.0,91060.0,gray,black,everett chevrolet inc,19650.0,19200.0,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13438a265823,ca,35.0,74192.0,white,beige,penegon mission viejo inc,22600.0,23000.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2006,Porsche,Cayenne,Base,SUV,automatic,wp1aa29p56la25866,ca,37.0,78486.0,beige,brown,hoehn motors inc,11900.0,14000.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2006,Porsche,Cayenne,Base,SUV,automatic,wp1aa29p26la22293,ga,19.0,128940.0,blue,beige,prime auto sales llc,9325.0,8000.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2004,Porsche,Boxster,Base,Convertible,automatic,wp0ca29884s620555,ca,25.0,101794.0,black,black,remarketing by ge/manheim riverside,6450.0,5750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2004,Porsche,Boxster,Base,Convertible,manual,wp0ca29854s620271,fl,29.0,98524.0,black,gray,dab auto world & leasing,7025.0,8300.0,Tue Mar 03 2015 08:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salwr2ef2ea304482,fl,43.0,23231.0,silver,black,platinum motor cars,81000.0,78500.0,Thu Mar 05 2015 03:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged,SUV,automatic,salgs2ef7ea151218,tn,43.0,10054.0,white,gray,plaza motor company,100000.0,101200.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Ebony Edition,SUV,automatic,salgs2tfxea171739,ca,44.0,10927.0,black,black,jaguar land rover north scottsdale,104000.0,105500.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwr2wf6ea374193,ca,5.0,8186.0,white,beige,high bid trading co inc,72000.0,77500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Porsche,Panamera,4,Sedan,automatic,wp0aa2a78el009091,fl,49.0,8616.0,black,beige,porsche of melbourne audi melbourne,71000.0,71600.0,Fri Jul 03 2015 06:00:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,S,SUV,automatic,wp1ab2a27ela55527,fl,43.0,29588.0,blue,tan,tdaf remarketing,63000.0,59800.0,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
2014,Porsche,Cayenne,Turbo S,SUV,automatic,wp1ac2a27ela87732,fl,49.0,506.0,black,tan,platinum motor cars,114000.0,117500.0,Thu Feb 26 2015 01:40:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a7xcl014998,ga,45.0,40910.0,brown,black,carworks inc,50100.0,49800.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2007,Aston Martin,V8 Vantage,Base,Coupe,manual,scfbb03b37gc04913,fl,34.0,25426.0,blue,beige,mclaren tampa bay,47800.0,46000.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2000,Porsche,Boxster,S,Convertible,manual,wp0cb2989yu662191,ga,42.0,38116.0,silver,black,germain lexus,10500.0,12000.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvn2bg5dh731844,pa,42.0,26577.0,silver,black,r hollenshead auto sales inc,30700.0,31500.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE,SUV,automatic,salag2d43da655710,mi,5.0,37614.0,black,black,kevins marysville auto sales inc,45400.0,45000.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,Base,Convertible,automatic,wp0ca2a80ds114620,fl,49.0,16987.0,blue,black,ferco motors corp,40700.0,41400.0,Fri Feb 27 2015 01:45:00 GMT-0800 (PST)
2013,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2a23dla72835,ca,44.0,25230.0,white,black,high bid trading co inc,71000.0,75500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Fisker,Karma,Eco-Sport,Sedan,automatic,yh4k14aa3ca001782,ca,38.0,7005.0,burgundy,tan,trade in solutions irvine,50600.0,45750.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2012,Fisker,Karma,Eco-Sport,Sedan,automatic,yh4k14aa4ca000656,ca,38.0,26521.0,silver,black,remarketing by ge/xpress rent a car,45800.0,46000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d49ba708219,nj,42.0,30614.0,white,black,dukes auto,37100.0,37100.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2011,Maserati,Quattroporte,S,Sedan,automatic,zam39jkaxb0059358,ca,27.0,28668.0,black,red,cnh capital,43800.0,52000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac2a21bla82330,mn,5.0,54355.0,black,black,valley imports inc,52500.0,51600.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d45aa225213,ca,43.0,23424.0,white,beige,aaero sweet company,32600.0,36000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d41aa228430,fl,2.0,56744.0,gray,black,landrover tampa,30800.0,26000.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d46aa242277,ca,49.0,56532.0,silver,black,rusnak westlake porsche,29800.0,30750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e48aa233685,fl,31.0,73289.0,black,black,landrover tampa,31400.0,28700.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2010,Porsche,Cayenne,Base,SUV,automatic,wp1aa2ap0ala02189,fl,36.0,83962.0,black,tan,braman honda of palm beach,19300.0,21400.0,Thu Feb 26 2015 01:40:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25409a198234,ca,38.0,69114.0,white,black,mercedes benz of laguna niguel,23400.0,24500.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2009,Maserati,GranTurismo,S,Coupe,automatic,zamhj45a090043352,pa,45.0,7959.0,black,red,r hollenshead auto sales inc,61000.0,66500.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,HSE,SUV,automatic,salmf15488a272893,ca,4.0,78867.0,black,brown,jaguar land rover north scottsdale,18200.0,20000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf25428a129791,fl,38.0,90967.0,white,beige,landrover tampa,18300.0,15500.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfs24n78h019284,pa,35.0,148478.0,gray,beige,r hollenshead auto sales inc,5200.0,5300.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13438a294058,ca,4.0,58060.0,white,gray,certified preowned ford&lincoln/mercury dlr unit,24800.0,27700.0,Thu Mar 05 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23498a165877,wa,41.0,81846.0,red,black,robert larson's hyundai,19650.0,19900.0,Wed Feb 25 2015 06:10:00 GMT-0800 (PST)
2008,Land Rover,LR3,V8 SE,SUV,automatic,salae25408a444183,va,29.0,139201.0,black,beige,superior wholesalers inc,10450.0,10800.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2008,Porsche,Boxster,Base,Convertible,manual,wp0ca29818u710463,fl,42.0,47607.0,orange,black,auto boutique 1,21600.0,23800.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2007,Aston Martin,V8 Vantage,Base,Coupe,automatic,scfbf03b87gc06354,pa,3.0,89887.0,black,brown,r hollenshead auto sales inc,41200.0,38300.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2007,Porsche,Boxster,Base,Convertible,automatic,wp0ca29857u711548,fl,37.0,59235.0,burgundy,black,c & k auto imports south inc,15900.0,18400.0,Thu Feb 26 2015 01:40:00 GMT-0800 (PST)
2006,Porsche,Cayenne,S,SUV,automatic,wp1ab29p56la62073,ca,38.0,75813.0,silver,black,rusnak westlake audi,14850.0,16000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2005,Porsche,Boxster,S,Convertible,manual,wp0cb29845u730649,ca,22.0,57280.0,silver,black,fidelity auto credit,17000.0,8500.0,Wed Mar 04 2015 03:00:00 GMT-0800 (PST)
2005,Porsche,911,Turbo S,Coupe,manual,wp0ab29915s740356,ca,2.0,62775.0,black,black,remarketing by ge/manheim california,30000.0,27500.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2005,Porsche,Boxster,Base,Convertible,manual,wp0ca29855u710302,fl,37.0,86519.0,black,black,wells fargo dealer services,10900.0,11400.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2004,Porsche,Boxster,Base,Convertible,automatic,wp0ca29804u620988,ca,37.0,104645.0,silver,black,manhattan beach toyota,6200.0,7700.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2002,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm16472a465979,pa,35.0,134397.0,white,black,wayne auto sales inc,2475.0,2600.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2001,Land Rover,Discovery Series II,SD,SUV,automatic,saltl15421a711144,wa,19.0,134332.0,gold,beige,robert larson's hyundai,1650.0,1400.0,Wed Feb 25 2015 06:10:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,HSE,SUV,automatic,salgs2wf6ea170521,wi,49.0,12770.0,black,black,phil tolkan leasing co inc,95000.0,92600.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Base,SUV,automatic,salgr2wf6ea161085,ca,41.0,10934.0,white,beige,high bid trading co inc,95000.0,93500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwr2wf5ea338625,ca,29.0,11896.0,silver,black,midway hfc fleet/ars,71000.0,65300.0,Thu Mar 05 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwg2wf4ea339190,ca,39.0,13358.0,black,black,midway hfc fleet/ars,64000.0,60200.0,Thu Mar 05 2015 04:30:00 GMT-0800 (PST)
2013,Bentley,Continental GTC,Base,Convertible,automatic,scbgr3za1dc079560,ca,43.0,5593.0,black,brown,jaguar san diego,155000.0,158000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Fisker,Karma,Eco-Sport,Sedan,automatic,yh4k14aa9ca000653,ca,33.0,65850.0,silver,black,high bid trading co inc,45600.0,37000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salak2d47ca611643,pa,46.0,35150.0,charcoal,black,r hollenshead auto sales inc,44500.0,43600.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d4xca744387,nj,5.0,39032.0,gray,black,bank of america,41100.0,43600.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d43ca360809,ca,44.0,72364.0,white,black,symes saab of pasadena,38400.0,36750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a74cl013085,fl,43.0,22567.0,gray,black,florida rent a car,51300.0,49500.0,Thu Mar 05 2015 03:45:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d47ba350959,ca,5.0,64094.0,blue,brown,crevier bmw/crevier mini,34900.0,35500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d40ba260142,ca,35.0,62404.0,black,black,jaguar land rover north scottsdale,32000.0,31250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d43ba284435,ca,36.0,55263.0,black,black,symes saab of pasadena,33300.0,29250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,Cayenne,S,SUV,automatic,wp1ab2a23bla54452,pa,42.0,91449.0,black,black,eastern auto trading inc,33700.0,36750.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2010,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a71al090276,pa,42.0,32172.0,black,black,r hollenshead auto sales inc,63000.0,64000.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2009,Porsche,Cayenne,GTS,SUV,automatic,wp1ad29p59la62461,pa,4.0,65758.0,black,black,r hollenshead auto sales inc,28400.0,32250.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk254x8a133163,ca,43.0,69031.0,black,beige,remarketing by ge/manheim riverside,20500.0,21250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,LR3,V8 HSE,SUV,automatic,salag254x8a447683,fl,5.0,74564.0,white,tan,land rover palm beach,16000.0,18600.0,Thu Feb 26 2015 01:15:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13458a276547,ca,39.0,70215.0,black,beige,audi north scottsdale,23100.0,17250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2008,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac29p38la93628,nv,37.0,46061.0,gray,black,gaudin jaguar porsche of las vegas,29800.0,33000.0,Fri Feb 27 2015 04:00:00 GMT-0800 (PST)
2007,Maserati,Quattroporte,Executive GT DuoSelect,Sedan,automatic,zamce39a270028478,ca,39.0,44302.0,gray,tan,fratelli investment group,27100.0,26000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2007,Porsche,911,Turbo,Coupe,automatic,wp0ad29937s785683,ca,43.0,31422.0,silver,gray,porsche north scottsdale,64000.0,65250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2006,Aston Martin,DB9,Volante,Convertible,automatic,scfad02a26gb04640,ca,36.0,40543.0,black,black,cnc motors inc,40700.0,47500.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53w66c034482,ca,35.0,34858.0,gray,tan,global european motorcars llc,52500.0,53500.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2004,Land Rover,Freelander,SE,SUV,automatic,salny22214a410954,fl,2.0,66961.0,gray,—,david j leahy jr,2225.0,3100.0,Thu Feb 26 2015 08:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged,SUV,automatic,salgs2ef4ea139916,ca,45.0,6678.0,black,gray,topline automotive inc,103000.0,101000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Maserati,Ghibli,S Q4,Sedan,automatic,zam57rta2e1087519,ca,44.0,10464.0,white,black,the auto gallery,60000.0,61000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Porsche,911,Turbo,Coupe,automatic,wp0ad2a91es167545,ca,48.0,11981.0,white,black,high bid trading co inc,138000.0,157000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Tesla,Model S,85,Sedan,automatic,5yjsa1h14efp40538,ca,49.0,744.0,gray,black,high bid trading co inc,72000.0,70500.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Tesla,Model S,85,Sedan,automatic,5yjsa1h13efp40546,ca,5.0,1173.0,gray,black,high bid trading co inc,72000.0,71000.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,HSE,SUV,automatic,salgs2df4da101361,nj,45.0,37175.0,white,beige,us bank,79000.0,76750.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2013,Tesla,Model S,Performance,Sedan,automatic,5yjsa1dp9dfp10282,nv,5.0,9566.0,black,black,unique autos,82000.0,85750.0,Fri Feb 27 2015 04:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf25438a178126,fl,37.0,116237.0,gray,black,arg inc,15150.0,16000.0,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
2005,Maserati,Quattroporte,Base,Sedan,automatic,zamce39a150018330,nv,28.0,78776.0,black,orange,universal auto,15200.0,16100.0,Fri Feb 27 2015 03:45:00 GMT-0800 (PST)
